geoid,zone,epsg
14000US06037535607,11S,32611
14000US06037600601,11S,32611
14000US06037550901,11S,32611
14000US06059001101,11S,32611
14000US06037600202,11S,32611
14000US06037536103,11S,32611
14000US06037551401,11S,32611
14000US06037601501,11S,32611
14000US06037601801,11S,32611
14000US06037502902,11S,32611
14000US06037536104,11S,32611
14000US06037240402,11S,32611
14000US06037238000,11S,32611
14000US06037242100,11S,32611
14000US06037502901,11S,32611
14000US06037541300,11S,32611
14000US06037552001,11S,32611
14000US06037541801,11S,32611
14000US06037552002,11S,32611
14000US06037291120,11S,32611
14000US06037602508,11S,32611
14000US06037541400,11S,32611
14000US06037553503,11S,32611
14000US06037551800,11S,32611
14000US06037602403,11S,32611
14000US06037541603,11S,32611
14000US06037503602,11S,32611
14000US06059001503,11S,32611
14000US06037541500,11S,32611
14000US06059001504,11S,32611
14000US06037540502,11S,32611
14000US06037980013,11S,32611
14000US06037540800,11S,32611
14000US06037551700,11S,32611
14000US06059021814,11S,32611
14000US06037602509,11S,32611
14000US06037541700,11S,32611
14000US06037540901,11S,32611
14000US06037602106,11S,32611
14000US06037602105,11S,32611
14000US06037291110,11S,32611
14000US06037602802,11S,32611
14000US06037536200,11S,32611
14000US06059001303,11S,32611
14000US06037503104,11S,32611
14000US06037540000,11S,32611
14000US06059021815,11S,32611
14000US06037503106,11S,32611
14000US06037503601,11S,32611
14000US06059001304,11S,32611
14000US06059001301,11S,32611
14000US06037540102,11S,32611
14000US06037550202,11S,32611
14000US06037550000,11S,32611
14000US06037503702,11S,32611
14000US06037602200,11S,32611
14000US06037602700,11S,32611
14000US06037540501,11S,32611
14000US06037503000,11S,32611
14000US06037550100,11S,32611
14000US06037551202,11S,32611
14000US06037540600,11S,32611
14000US06037540700,11S,32611
14000US06037550300,11S,32611
14000US06037551101,11S,32611
14000US06037241400,11S,32611
14000US06037241002,11S,32611
14000US06037503105,11S,32611
14000US06037551600,11S,32611
14000US06037241300,11S,32611
14000US06037551102,11S,32611
14000US06059001507,11S,32611
14000US06037550201,11S,32611
14000US06059001404,11S,32611
14000US06037540203,11S,32611
14000US06037551502,11S,32611
14000US06037602801,11S,32611
14000US06037602002,11S,32611
14000US06037503701,11S,32611
14000US06037551201,11S,32611
14000US06037600502,11S,32611
14000US06037602104,11S,32611
14000US06037602103,11S,32611
14000US06037503103,11S,32611
14000US06037241001,11S,32611
14000US06065046700,11S,32611
14000US06065042004,11S,32611
14000US06065042014,11S,32611
14000US06065040821,11S,32611
14000US06065041404,11S,32611
14000US06065041405,11S,32611
14000US06065040809,11S,32611
14000US06065041500,11S,32611
14000US06065040815,11S,32611
14000US06059021827,11S,32611
14000US06065042624,11S,32611
14000US06065042508,11S,32611
14000US06065051100,11S,32611
14000US06065042013,11S,32611
14000US06065040814,11S,32611
14000US06059021825,11S,32611
14000US06065041403,11S,32611
14000US06065048902,11S,32611
14000US06065042005,11S,32611
14000US06065031702,11S,32611
14000US06065040808,11S,32611
14000US06065048901,11S,32611
14000US06065040816,11S,32611
14000US06065041406,11S,32611
14000US06065041408,11S,32611
14000US06065040807,11S,32611
14000US06065048700,11S,32611
14000US06065047202,11S,32611
14000US06065031703,11S,32611
14000US06065031701,11S,32611
14000US06065042510,11S,32611
14000US06065042509,11S,32611
14000US06065041407,11S,32611
14000US06065042012,11S,32611
14000US06065042518,11S,32611
14000US06065042517,11S,32611
14000US06065040806,11S,32611
14000US06065046602,11S,32611
14000US06065040901,11S,32611
14000US06065044300,11S,32611
14000US06065031601,11S,32611
14000US06065047201,11S,32611
14000US06065043813,11S,32611
14000US06065031704,11S,32611
14000US06071000116,11S,32611
14000US06065043820,11S,32611
14000US06065042512,11S,32611
14000US06065042511,11S,32611
14000US06065040903,11S,32611
14000US06065041302,11S,32611
14000US06065046601,11S,32611
14000US06065042516,11S,32611
14000US06065040813,11S,32611
14000US06065042521,11S,32611
14000US06065030601,11S,32611
14000US06065040609,11S,32611
14000US06065040812,11S,32611
14000US06065041201,11S,32611
14000US06065040902,11S,32611
14000US06065043822,11S,32611
14000US06065044101,11S,32611
14000US06065044000,11S,32611
14000US06065031602,11S,32611
14000US06065046800,11S,32611
14000US06065042622,11S,32611
14000US06065041301,11S,32611
14000US06065031501,11S,32611
14000US06065042520,11S,32611
14000US06065031300,11S,32611
14000US06065044102,11S,32611
14000US06059001706,11S,32611
14000US06037503801,11S,32611
14000US06037553702,11S,32611
14000US06059021809,11S,32611
14000US06037503802,11S,32611
14000US06059021823,11S,32611
14000US06037541100,11S,32611
14000US06037552400,11S,32611
14000US06037603703,11S,32611
14000US06037603005,11S,32611
14000US06037603704,11S,32611
14000US06037603500,11S,32611
14000US06037554001,11S,32611
14000US06037552800,11S,32611
14000US06037603801,11S,32611
14000US06037552700,11S,32611
14000US06037554103,11S,32611
14000US06037542800,11S,32611
14000US06037542602,11S,32611
14000US06037541606,11S,32611
14000US06037541605,11S,32611
14000US06037504102,11S,32611
14000US06037553502,11S,32611
14000US06059001601,11S,32611
14000US06059021824,11S,32611
14000US06037542104,11S,32611
14000US06037542103,11S,32611
14000US06037542700,11S,32611
14000US06037291130,11S,32611
14000US06037603001,11S,32611
14000US06059011707,11S,32611
14000US06059011717,11S,32611
14000US06059001505,11S,32611
14000US06037553300,11S,32611
14000US06059011709,11S,32611
14000US06037602507,11S,32611
14000US06037553701,11S,32611
14000US06059001708,11S,32611
14000US06059021822,11S,32611
14000US06059001707,11S,32611
14000US06037602302,11S,32611
14000US06037602404,11S,32611
14000US06037602301,11S,32611
14000US06037602504,11S,32611
14000US06037602505,11S,32611
14000US06037553200,11S,32611
14000US06037542000,11S,32611
14000US06037552100,11S,32611
14000US06037542601,11S,32611
14000US06037602506,11S,32611
14000US06037552302,11S,32611
14000US06037553601,11S,32611
14000US06037553504,11S,32611
14000US06037504001,11S,32611
14000US06037553400,11S,32611
14000US06037541604,11S,32611
14000US06037602402,11S,32611
14000US06037602900,11S,32611
14000US06037504002,11S,32611
14000US06037553602,11S,32611
14000US06037540902,11S,32611
14000US06037602600,11S,32611
14000US06037551900,11S,32611
14000US06037552200,11S,32611
14000US06037541200,11S,32611
14000US06037504101,11S,32611
14000US06037541802,11S,32611
14000US06037503703,11S,32611
14000US06059001705,11S,32611
14000US06037552301,11S,32611
14000US06037570202,11S,32611
14000US06037650001,11S,32611
14000US06037620800,11S,32611
14000US06037554203,11S,32611
14000US06059011401,11S,32611
14000US06037554511,11S,32611
14000US06037604100,11S,32611
14000US06037543100,11S,32611
14000US06059110607,11S,32611
14000US06037543202,11S,32611
14000US06037542402,11S,32611
14000US06059021829,11S,32611
14000US06059011503,11S,32611
14000US06059011504,11S,32611
14000US06059011402,11S,32611
14000US06059011715,11S,32611
14000US06037554600,11S,32611
14000US06037554301,11S,32611
14000US06037604001,11S,32611
14000US06037554201,11S,32611
14000US06037554513,11S,32611
14000US06037554700,11S,32611
14000US06059110605,11S,32611
14000US06037603301,11S,32611
14000US06037553902,11S,32611
14000US06037543201,11S,32611
14000US06059110604,11S,32611
14000US06059021810,11S,32611
14000US06037542200,11S,32611
14000US06037554105,11S,32611
14000US06037554204,11S,32611
14000US06037603702,11S,32611
14000US06059011711,11S,32611
14000US06059001704,11S,32611
14000US06037603101,11S,32611
14000US06037553802,11S,32611
14000US06037620501,11S,32611
14000US06037503902,11S,32611
14000US06037603600,11S,32611
14000US06037291210,11S,32611
14000US06037553100,11S,32611
14000US06059021802,11S,32611
14000US06059001602,11S,32611
14000US06037503901,11S,32611
14000US06037543000,11S,32611
14000US06037603802,11S,32611
14000US06037603006,11S,32611
14000US06037552900,11S,32611
14000US06059011710,11S,32611
14000US06037554002,11S,32611
14000US06037552602,11S,32611
14000US06037552601,11S,32611
14000US06037542900,11S,32611
14000US06037542501,11S,32611
14000US06037603004,11S,32611
14000US06037542502,11S,32611
14000US06037542401,11S,32611
14000US06037542106,11S,32611
14000US06037554101,11S,32611
14000US06037553801,11S,32611
14000US06037553901,11S,32611
14000US06037554104,11S,32611
14000US06037603400,11S,32611
14000US06059011708,11S,32611
14000US06037541001,11S,32611
14000US06059011718,11S,32611
14000US06037542105,11S,32611
14000US06037553000,11S,32611
14000US06037620400,11S,32611
14000US06037603900,11S,32611
14000US06037620702,11S,32611
14000US06059011602,11S,32611
14000US06059001802,11S,32611
14000US06037554517,11S,32611
14000US06037620602,11S,32611
14000US06037570001,11S,32611
14000US06059001901,11S,32611
14000US06059001902,11S,32611
14000US06059011722,11S,32611
14000US06037570100,11S,32611
14000US06037570003,11S,32611
14000US06037570002,11S,32611
14000US06037543321,11S,32611
14000US06037291300,11S,32611
14000US06037554518,11S,32611
14000US06059110500,11S,32611
14000US06059110603,11S,32611
14000US06037650101,11S,32611
14000US06059001801,11S,32611
14000US06059021807,11S,32611
14000US06059021821,11S,32611
14000US06037650200,11S,32611
14000US06037570502,11S,32611
14000US06037650300,11S,32611
14000US06037570402,11S,32611
14000US06037570501,11S,32611
14000US06037650102,11S,32611
14000US06037620701,11S,32611
14000US06037603200,11S,32611
14000US06037554802,11S,32611
14000US06037621004,11S,32611
14000US06037620601,11S,32611
14000US06037621001,11S,32611
14000US06059011721,11S,32611
14000US06059011502,11S,32611
14000US06059021817,11S,32611
14000US06037570204,11S,32611
14000US06059021812,11S,32611
14000US06037570301,11S,32611
14000US06059011716,11S,32611
14000US06037554521,11S,32611
14000US06037554302,11S,32611
14000US06037554406,11S,32611
14000US06037554514,11S,32611
14000US06059011403,11S,32611
14000US06037554403,11S,32611
14000US06037554404,11S,32611
14000US06037554405,11S,32611
14000US06059011200,11S,32611
14000US06059011000,11S,32611
14000US06037541002,11S,32611
14000US06059021820,11S,32611
14000US06059021816,11S,32611
14000US06037650003,11S,32611
14000US06037620522,11S,32611
14000US06037620521,11S,32611
14000US06037604002,11S,32611
14000US06037554801,11S,32611
14000US06037554512,11S,32611
14000US06059011712,11S,32611
14000US06037570404,11S,32611
14000US06037291220,11S,32611
14000US06037603102,11S,32611
14000US06059011300,11S,32611
14000US06037603302,11S,32611
14000US06037650004,11S,32611
14000US06037570403,11S,32611
14000US06059021830,11S,32611
14000US06059110606,11S,32611
14000US06037570203,11S,32611
14000US06037543801,11S,32611
14000US06059086405,11S,32611
14000US06059110304,11S,32611
14000US06037543501,11S,32611
14000US06059110303,11S,32611
14000US06037650602,11S,32611
14000US06059021915,11S,32611
14000US06037650603,11S,32611
14000US06037571101,11S,32611
14000US06059086407,11S,32611
14000US06059086602,11S,32611
14000US06037555001,11S,32611
14000US06059086406,11S,32611
14000US06037650401,11S,32611
14000US06037650605,11S,32611
14000US06059086402,11S,32611
14000US06037621204,11S,32611
14000US06059086501,11S,32611
14000US06059086502,11S,32611
14000US06037292000,11S,32611
14000US06059086802,11S,32611
14000US06037571503,11S,32611
14000US06059086801,11S,32611
14000US06059110116,11S,32611
14000US06037571703,11S,32611
14000US06059021919,11S,32611
14000US06037571704,11S,32611
14000US06037571600,11S,32611
14000US06037621201,11S,32611
14000US06059021903,11S,32611
14000US06037571701,11S,32611
14000US06059086404,11S,32611
14000US06037570702,11S,32611
14000US06059086601,11S,32611
14000US06037554522,11S,32611
14000US06059086701,11S,32611
14000US06037570901,11S,32611
14000US06037543304,11S,32611
14000US06037554519,11S,32611
14000US06037543322,11S,32611
14000US06059110301,11S,32611
14000US06059110302,11S,32611
14000US06037980005,11S,32611
14000US06059110401,11S,32611
14000US06037543400,11S,32611
14000US06037554515,11S,32611
14000US06037650502,11S,32611
14000US06037650501,11S,32611
14000US06037570800,11S,32611
14000US06037570902,11S,32611
14000US06037570701,11S,32611
14000US06037570602,11S,32611
14000US06037554516,11S,32611
14000US06037570601,11S,32611
14000US06059001903,11S,32611
14000US06037570603,11S,32611
14000US06037570304,11S,32611
14000US06059011720,11S,32611
14000US06059011714,11S,32611
14000US06037621104,11S,32611
14000US06059021813,11S,32611
14000US06059110115,11S,32611
14000US06059021905,11S,32611
14000US06037554900,11S,32611
14000US06037621102,11S,32611
14000US06059011101,11S,32611
14000US06059011102,11S,32611
14000US06037570303,11S,32611
14000US06037543305,11S,32611
14000US06059011601,11S,32611
14000US06065042904,11S,32611
14000US06065044806,11S,32611
14000US06059021924,11S,32611
14000US06065051300,11S,32611
14000US06065042618,11S,32611
14000US06065044926,11S,32611
14000US06065044931,11S,32611
14000US06065044505,11S,32611
14000US06065048100,11S,32611
14000US06065043517,11S,32611
14000US06065941400,11S,32611
14000US06065044702,11S,32611
14000US06065044701,11S,32611
14000US06065940600,11S,32611
14000US06065044925,11S,32611
14000US06065044932,11S,32611
14000US06065042744,11S,32611
14000US06065047900,11S,32611
14000US06065044924,11S,32611
14000US06065044520,11S,32611
14000US06065041803,11S,32611
14000US06065042620,11S,32611
14000US06065042619,11S,32611
14000US06065044602,11S,32611
14000US06065941200,11S,32611
14000US06059021923,11S,32611
14000US06065044923,11S,32611
14000US06065041909,11S,32611
14000US06065041810,11S,32611
14000US06065041808,11S,32611
14000US06065041804,11S,32611
14000US06065041806,11S,32611
14000US06065042010,11S,32611
14000US06065941300,11S,32611
14000US06065042008,11S,32611
14000US06065041809,11S,32611
14000US06059021921,11S,32611
14000US06065044604,11S,32611
14000US06065042009,11S,32611
14000US06059021922,11S,32611
14000US06065041409,11S,32611
14000US06065044605,11S,32611
14000US06065041807,11S,32611
14000US06065041812,11S,32611
14000US06065041913,11S,32611
14000US06065044606,11S,32611
14000US06065041813,11S,32611
14000US06065041805,11S,32611
14000US06065041702,11S,32611
14000US06065041905,11S,32611
14000US06065041906,11S,32611
14000US06065041912,11S,32611
14000US06065042623,11S,32611
14000US06065042003,11S,32611
14000US06065048800,11S,32611
14000US06065041600,11S,32611
14000US06065044904,11S,32611
14000US06065048300,11S,32611
14000US06059021826,11S,32611
14000US06065041704,11S,32611
14000US06065041904,11S,32611
14000US06065041703,11S,32611
14000US06065041411,11S,32611
14000US06065043812,11S,32611
14000US06065041410,11S,32611
14000US06065049000,11S,32611
14000US06065042507,11S,32611
14000US06059021828,11S,32611
14000US06065041412,11S,32611
14000US06065048200,11S,32611
14000US06059076208,11S,32611
14000US06037650902,11S,32611
14000US06059110117,11S,32611
14000US06059110202,11S,32611
14000US06059086901,11S,32611
14000US06059086902,11S,32611
14000US06059086903,11S,32611
14000US06059087001,11S,32611
14000US06059087002,11S,32611
14000US06059087404,11S,32611
14000US06059087103,11S,32611
14000US06037572100,11S,32611
14000US06037573800,11S,32611
14000US06037573601,11S,32611
14000US06037573700,11S,32611
14000US06059086306,11S,32611
14000US06037650800,11S,32611
14000US06059110104,11S,32611
14000US06037555212,11S,32611
14000US06037555211,11S,32611
14000US06059087401,11S,32611
14000US06059087105,11S,32611
14000US06059086305,11S,32611
14000US06037543802,11S,32611
14000US06059075814,11S,32611
14000US06037650701,11S,32611
14000US06037293201,11S,32611
14000US06059110110,11S,32611
14000US06037543903,11S,32611
14000US06059075813,11S,32611
14000US06037544002,11S,32611
14000US06059087101,11S,32611
14000US06037650702,11S,32611
14000US06059086301,11S,32611
14000US06037543503,11S,32611
14000US06037571400,11S,32611
14000US06037571900,11S,32611
14000US06037571800,11S,32611
14000US06037555002,11S,32611
14000US06037650901,11S,32611
14000US06037555104,11S,32611
14000US06059110111,11S,32611
14000US06037621301,11S,32611
14000US06059087200,11S,32611
14000US06037621324,11S,32611
14000US06059110201,11S,32611
14000US06059086803,11S,32611
14000US06037571102,11S,32611
14000US06059087300,11S,32611
14000US06059086304,11S,32611
14000US06037543306,11S,32611
14000US06059021920,11S,32611
14000US06059076201,11S,32611
14000US06037555102,11S,32611
14000US06059087102,11S,32611
14000US06059110402,11S,32611
14000US06059110102,11S,32611
14000US06037571000,11S,32611
14000US06037544001,11S,32611
14000US06059076202,11S,32611
14000US06037571200,11S,32611
14000US06037571504,11S,32611
14000US06037571300,11S,32611
14000US06059021916,11S,32611
14000US06037650604,11S,32611
14000US06037543502,11S,32611
14000US06037980025,11S,32611
14000US06059086702,11S,32611
14000US06037571502,11S,32611
14000US06037555103,11S,32611
14000US06059087602,11S,32611
14000US06037574201,11S,32611
14000US06037543703,11S,32611
14000US06059021917,11S,32611
14000US06037543603,11S,32611
14000US06059076205,11S,32611
14000US06059076206,11S,32611
14000US06037651302,11S,32611
14000US06059110113,11S,32611
14000US06037651101,11S,32611
14000US06037572202,11S,32611
14000US06059075812,11S,32611
14000US06037572600,11S,32611
14000US06037543604,11S,32611
14000US06037980006,11S,32611
14000US06037980002,11S,32611
14000US06059087801,11S,32611
14000US06059075810,11S,32611
14000US06059087802,11S,32611
14000US06059087803,11S,32611
14000US06037293301,11S,32611
14000US06059087805,11S,32611
14000US06059110108,11S,32611
14000US06059087806,11S,32611
14000US06059087703,11S,32611
14000US06059087704,11S,32611
14000US06059087505,11S,32611
14000US06059980000,11S,32611
14000US06037651001,11S,32611
14000US06037573401,11S,32611
14000US06037651304,11S,32611
14000US06037573902,11S,32611
14000US06059086303,11S,32611
14000US06059087403,11S,32611
14000US06037651222,11S,32611
14000US06059110114,11S,32611
14000US06059110203,11S,32611
14000US06037543702,11S,32611
14000US06059110106,11S,32611
14000US06059087601,11S,32611
14000US06037651002,11S,32611
14000US06037543905,11S,32611
14000US06037574000,11S,32611
14000US06037574100,11S,32611
14000US06037980018,11S,32611
14000US06059076204,11S,32611
14000US06037572302,11S,32611
14000US06037572201,11S,32611
14000US06037543602,11S,32611
14000US06037572500,11S,32611
14000US06059075811,11S,32611
14000US06037572301,11S,32611
14000US06037293202,11S,32611
14000US06037651102,11S,32611
14000US06059110118,11S,32611
14000US06037651201,11S,32611
14000US06059110109,11S,32611
14000US06059087106,11S,32611
14000US06037651221,11S,32611
14000US06037555202,11S,32611
14000US06059087701,11S,32611
14000US06037543701,11S,32611
14000US06037543601,11S,32611
14000US06059087405,11S,32611
14000US06037621326,11S,32611
14000US06037621400,11S,32611
14000US06037572001,11S,32611
14000US06037572400,11S,32611
14000US06037572002,11S,32611
14000US06059075809,11S,32611
14000US06037651401,11S,32611
14000US06037575401,11S,32611
14000US06037293307,11S,32611
14000US06037575500,11S,32611
14000US06037575002,11S,32611
14000US06037294510,11S,32611
14000US06037294520,11S,32611
14000US06037670202,11S,32611
14000US06037294610,11S,32611
14000US06037294620,11S,32611
14000US06059088101,11S,32611
14000US06059088302,11S,32611
14000US06059088401,11S,32611
14000US06059088402,11S,32611
14000US06037575101,11S,32611
14000US06059088403,11S,32611
14000US06037294421,11S,32611
14000US06037574902,11S,32611
14000US06059110001,11S,32611
14000US06037574901,11S,32611
14000US06059075901,11S,32611
14000US06059110010,11S,32611
14000US06059087902,11S,32611
14000US06059110015,11S,32611
14000US06037293304,11S,32611
14000US06037573004,11S,32611
14000US06037573202,11S,32611
14000US06037573002,11S,32611
14000US06037572900,11S,32611
14000US06037573003,11S,32611
14000US06037294410,11S,32611
14000US06037294301,11S,32611
14000US06037575001,11S,32611
14000US06037294200,11S,32611
14000US06037573300,11S,32611
14000US06059075816,11S,32611
14000US06037980014,11S,32611
14000US06059075805,11S,32611
14000US06059075815,11S,32611
14000US06037670002,11S,32611
14000US06037294120,11S,32611
14000US06059088001,11S,32611
14000US06059088002,11S,32611
14000US06059088201,11S,32611
14000US06059088202,11S,32611
14000US06059088301,11S,32611
14000US06059076101,11S,32611
14000US06037651402,11S,32611
14000US06037573403,11S,32611
14000US06037572800,11S,32611
14000US06037670003,11S,32611
14000US06037670324,11S,32611
14000US06059087504,11S,32611
14000US06059110006,11S,32611
14000US06037294110,11S,32611
14000US06059021913,11S,32611
14000US06059021918,11S,32611
14000US06059087901,11S,32611
14000US06059110011,11S,32611
14000US06037574300,11S,32611
14000US06059087503,11S,32611
14000US06037572700,11S,32611
14000US06037573100,11S,32611
14000US06037573402,11S,32611
14000US06037573201,11S,32611
14000US06059110014,11S,32611
14000US06037574202,11S,32611
14000US06037293302,11S,32611
14000US06037670001,11S,32611
14000US06037574400,11S,32611
14000US06037576802,11S,32611
14000US06037576502,11S,32611
14000US06037670413,11S,32611
14000US06037576501,11S,32611
14000US06037576200,11S,32611
14000US06037294830,11S,32611
14000US06037575902,11S,32611
14000US06037670407,11S,32611
14000US06037575901,11S,32611
14000US06037294900,11S,32611
14000US06059088601,11S,32611
14000US06059088602,11S,32611
14000US06059088501,11S,32611
14000US06059075605,11S,32611
14000US06037294701,11S,32611
14000US06059075301,11S,32611
14000US06037670403,11S,32611
14000US06059075808,11S,32611
14000US06059075604,11S,32611
14000US06037576904,11S,32611
14000US06059088106,11S,32611
14000US06059088107,11S,32611
14000US06059088701,11S,32611
14000US06037670201,11S,32611
14000US06037574602,11S,32611
14000US06059110004,11S,32611
14000US06059088502,11S,32611
14000US06037574700,11S,32611
14000US06037980015,11S,32611
14000US06037577000,11S,32611
14000US06037575802,11S,32611
14000US06037575803,11S,32611
14000US06037576901,11S,32611
14000US06037576302,11S,32611
14000US06037575801,11S,32611
14000US06037576301,11S,32611
14000US06037576401,11S,32611
14000US06037576402,11S,32611
14000US06037576403,11S,32611
14000US06037294810,11S,32611
14000US06059110005,11S,32611
14000US06059076000,11S,32611
14000US06037294820,11S,32611
14000US06059075806,11S,32611
14000US06059021914,11S,32611
14000US06059075902,11S,32611
14000US06037576903,11S,32611
14000US06059110012,11S,32611
14000US06059110008,11S,32611
14000US06037574601,11S,32611
14000US06037670100,11S,32611
14000US06037574800,11S,32611
14000US06037293306,11S,32611
14000US06059076103,11S,32611
14000US06059075807,11S,32611
14000US06037575102,11S,32611
14000US06059110003,11S,32611
14000US06059110007,11S,32611
14000US06059088104,11S,32611
14000US06059088105,11S,32611
14000US06037294302,11S,32611
14000US06059076102,11S,32611
14000US06059088203,11S,32611
14000US06037574500,11S,32611
14000US06037670411,11S,32611
14000US06037575103,11S,32611
14000US06037575300,11S,32611
14000US06037575402,11S,32611
14000US06037575201,11S,32611
14000US06037575202,11S,32611
14000US06065043403,11S,32611
14000US06065043404,11S,32611
14000US06065042731,11S,32611
14000US06065045304,11S,32611
14000US06065044928,11S,32611
14000US06065043308,11S,32611
14000US06065044930,11S,32611
14000US06065043310,11S,32611
14000US06065043503,11S,32611
14000US06065041911,11S,32611
14000US06065043401,11S,32611
14000US06065043311,11S,32611
14000US06065044929,11S,32611
14000US06065045103,11S,32611
14000US06065045216,11S,32611
14000US06065042902,11S,32611
14000US06065042901,11S,32611
14000US06065043405,11S,32611
14000US06065045233,11S,32611
14000US06065044927,11S,32611
14000US06065043309,11S,32611
14000US06065043504,11S,32611
14000US06065043702,11S,32611
14000US06065043703,11S,32611
14000US06065046900,11S,32611
14000US06059052420,11S,32611
14000US06065049400,11S,32611
14000US06059032011,11S,32611
14000US06065043505,11S,32611
14000US06065042730,11S,32611
14000US06065044918,11S,32611
14000US06065043508,11S,32611
14000US06065044919,11S,32611
14000US06065043507,11S,32611
14000US06065043506,11S,32611
14000US06065042007,11S,32611
14000US06065043512,11S,32611
14000US06065940500,11S,32611
14000US06065044917,11S,32611
14000US06065045000,11S,32611
14000US06065042720,11S,32611
14000US06065043513,11S,32611
14000US06065941500,11S,32611
14000US06065044404,11S,32611
14000US06065051400,11S,32611
14000US06065044405,11S,32611
14000US06065940900,11S,32611
14000US06065042745,11S,32611
14000US06065044922,11S,32611
14000US06065043601,11S,32611
14000US06065042800,11S,32611
14000US06065043602,11S,32611
14000US06065041910,11S,32611
14000US06065940800,11S,32611
14000US06065042706,11S,32611
14000US06065941100,11S,32611
14000US06065941000,11S,32611
14000US06065044916,11S,32611
14000US06065042903,11S,32611
14000US06065045228,11S,32611
14000US06065044921,11S,32611
14000US06065042719,11S,32611
14000US06065043509,11S,32611
14000US06065044805,11S,32611
14000US06065042617,11S,32611
14000US06059021912,11S,32611
14000US06065940700,11S,32611
14000US06065044907,11S,32611
14000US06065044804,11S,32611
14000US06065044915,11S,32611
14000US06059088904,11S,32611
14000US06037980033,11S,32611
14000US06059075603,11S,32611
14000US06059074406,11S,32611
14000US06059099502,11S,32611
14000US06059099504,11S,32611
14000US06059075403,11S,32611
14000US06059089105,11S,32611
14000US06059074405,11S,32611
14000US06037670702,11S,32611
14000US06059099602,11S,32611
14000US06059088905,11S,32611
14000US06037577200,11S,32611
14000US06059075606,11S,32611
14000US06059088903,11S,32611
14000US06059089001,11S,32611
14000US06059089004,11S,32611
14000US06037296300,11S,32611
14000US06037576700,11S,32611
14000US06059075504,11S,32611
14000US06037577604,11S,32611
14000US06059075201,11S,32611
14000US06059075202,11S,32611
14000US06037577501,11S,32611
14000US06059099803,11S,32611
14000US06059075100,11S,32611
14000US06059089104,11S,32611
14000US06059099802,11S,32611
14000US06059075003,11S,32611
14000US06059075004,11S,32611
14000US06059088901,11S,32611
14000US06059075702,11S,32611
14000US06037295103,11S,32611
14000US06037576001,11S,32611
14000US06037670500,11S,32611
14000US06037577400,11S,32611
14000US06037670701,11S,32611
14000US06037670406,11S,32611
14000US06059088902,11S,32611
14000US06037980007,11S,32611
14000US06059089003,11S,32611
14000US06059089102,11S,32611
14000US06059075405,11S,32611
14000US06059052419,11S,32611
14000US06059075302,11S,32611
14000US06037576601,11S,32611
14000US06059088802,11S,32611
14000US06059075703,11S,32611
14000US06059099902,11S,32611
14000US06059099904,11S,32611
14000US06059099903,11S,32611
14000US06059099906,11S,32611
14000US06059075701,11S,32611
14000US06059099801,11S,32611
14000US06059075404,11S,32611
14000US06059075303,11S,32611
14000US06059099510,11S,32611
14000US06037577603,11S,32611
14000US06059075401,11S,32611
14000US06059099905,11S,32611
14000US06037670405,11S,32611
14000US06059099509,11S,32611
14000US06037577602,11S,32611
14000US06059088801,11S,32611
14000US06059088702,11S,32611
14000US06059089106,11S,32611
14000US06037577100,11S,32611
14000US06059089107,11S,32611
14000US06037576801,11S,32611
14000US06037576503,11S,32611
14000US06059099407,11S,32611
14000US06059099227,11S,32611
14000US06059099508,11S,32611
14000US06059099224,11S,32611
14000US06059099225,11S,32611
14000US06059099226,11S,32611
14000US06037297201,11S,32611
14000US06037297202,11S,32611
14000US06059099241,11S,32611
14000US06059099406,11S,32611
14000US06059099410,11S,32611
14000US06037297120,11S,32611
14000US06059074502,11S,32611
14000US06059075513,11S,32611
14000US06059074403,11S,32611
14000US06059052524,11S,32611
14000US06037296901,11S,32611
14000US06059074701,11S,32611
14000US06059074702,11S,32611
14000US06037297000,11S,32611
14000US06059075512,11S,32611
14000US06059099202,11S,32611
14000US06059099703,11S,32611
14000US06037297110,11S,32611
14000US06037296902,11S,32611
14000US06059074601,11S,32611
14000US06059074602,11S,32611
14000US06059075507,11S,32611
14000US06059075514,11S,32611
14000US06059099511,11S,32611
14000US06059099604,11S,32611
14000US06059074806,11S,32611
14000US06059074902,11S,32611
14000US06059099605,11S,32611
14000US06059074805,11S,32611
14000US06037980031,11S,32611
14000US06059099222,11S,32611
14000US06059099223,11S,32611
14000US06059099204,11S,32611
14000US06059099203,11S,32611
14000US06059074408,11S,32611
14000US06059074407,11S,32611
14000US06059074803,11S,32611
14000US06059074501,11S,32611
14000US06037670602,11S,32611
14000US06059075607,11S,32611
14000US06037296600,11S,32611
14000US06059099702,11S,32611
14000US06037609900,11S,32611
14000US06037296220,11S,32611
14000US06059099249,11S,32611
14000US06059099247,11S,32611
14000US06059099248,11S,32611
14000US06037296401,11S,32611
14000US06059075506,11S,32611
14000US06059075505,11S,32611
14000US06037577504,11S,32611
14000US06059074801,11S,32611
14000US06059074901,11S,32611
14000US06059099512,11S,32611
14000US06059074802,11S,32611
14000US06059099603,11S,32611
14000US06037296402,11S,32611
14000US06037576602,11S,32611
14000US06037577300,11S,32611
14000US06037296210,11S,32611
14000US06037296500,11S,32611
14000US06059099601,11S,32611
14000US06059099701,11S,32611
14000US06059075002,11S,32611
14000US06059099308,11S,32611
14000US06059063802,11S,32611
14000US06059063902,11S,32611
14000US06059052513,11S,32611
