geoid,zone,epsg
14000US17119401903,15S,32615
14000US17119401903,16S,32616
14000US29183310700,15S,32615
14000US29183310601,15S,32615
14000US29189210704,15S,32615
14000US29183311907,15S,32615
14000US29183312192,15S,32615
14000US29183312400,15S,32615
14000US29183310400,15S,32615
14000US29189214200,15S,32615
14000US29189215003,15S,32615
14000US29510126900,15S,32615
14000US29183980000,15S,32615
14000US29189214500,15S,32615
14000US29189213800,15S,32615
14000US29510107500,15S,32615
14000US29189214300,15S,32615
14000US29189215004,15S,32615
14000US29189214602,15S,32615
14000US29510107400,15S,32615
14000US29219820202,15S,32615
14000US17119404000,15S,32615
14000US17119404000,16S,32616
14000US29189214601,15S,32615
14000US29189212200,15S,32615
14000US29510107200,15S,32615
14000US29189213700,15S,32615
14000US29183311132,15S,32615
14000US29189215142,15S,32615
14000US17119400903,15S,32615
14000US17119400903,16S,32616
14000US29189215141,15S,32615
14000US29189215001,15S,32615
14000US29510108100,15S,32615
14000US29510107300,15S,32615
14000US17119400200,15S,32615
14000US17119400200,16S,32616
14000US29189214400,15S,32615
14000US29189214900,15S,32615
14000US17119400102,15S,32615
14000US17119400102,16S,32616
14000US29183311148,15S,32615
14000US29189212300,15S,32615
14000US17119400802,15S,32615
14000US17119400802,16S,32616
14000US29189215105,15S,32615
14000US29183311103,15S,32615
14000US29189212101,15S,32615
14000US29189213500,15S,32615
14000US29189214700,15S,32615
14000US29189213600,15S,32615
14000US29189212102,15S,32615
14000US29189213204,15S,32615
14000US29510108200,15S,32615
14000US17119400101,15S,32615
14000US17119400101,16S,32616
14000US29189215144,15S,32615
14000US29510108300,15S,32615
14000US17119400951,15S,32615
14000US17119400951,16S,32616
14000US29189212001,15S,32615
14000US17119400801,15S,32615
14000US17119400801,16S,32616
14000US29183311151,15S,32615
14000US17119400952,15S,32615
14000US17119400952,16S,32616
14000US29189214800,15S,32615
14000US29183311150,15S,32615
14000US29510127000,15S,32615
14000US29510127000,16S,32616
14000US29189213400,15S,32615
14000US29189213202,15S,32615
14000US29189212400,15S,32615
14000US29183311114,15S,32615
14000US29189213300,15S,32615
14000US29189212700,15S,32615
14000US29183311122,15S,32615
14000US29189210400,15S,32615
14000US29183312206,15S,32615
14000US29189212002,15S,32615
14000US29183311124,15S,32615
14000US29189213203,15S,32615
14000US29183311149,15S,32615
14000US29183311145,15S,32615
14000US17119400904,15S,32615
14000US17119400904,16S,32616
14000US29189212500,15S,32615
14000US29183311147,15S,32615
14000US29189221800,15S,32615
14000US29189210300,15S,32615
14000US20139010500,15S,32615
14000US20139010100,15S,32615
14000US20177003902,15S,32615
14000US20177003700,15S,32615
14000US20177003605,15S,32615
14000US20177002702,15S,32615
14000US20177003002,15S,32615
14000US20177002900,15S,32615
14000US20177002800,15S,32615
14000US20177003001,15S,32615
14000US20177001604,15S,32615
14000US20177001603,15S,32615
14000US20177002602,15S,32615
14000US20177002701,15S,32615
14000US20177003606,15S,32615
14000US20177001601,15S,32615
14000US20177001500,15S,32615
14000US20177001300,15S,32615
14000US20177003901,15S,32615
14000US20177002601,15S,32615
14000US20177003100,15S,32615
14000US20177001200,15S,32615
14000US20177002500,15S,32615
14000US20177001900,15S,32615
14000US20177001800,15S,32615
14000US20177000400,15S,32615
14000US20177004000,15S,32615
14000US20177001100,15S,32615
14000US20177000500,15S,32615
14000US20177002100,15S,32615
14000US20177002400,15S,32615
14000US20177004100,15S,32615
14000US20177000600,15S,32615
14000US20177001000,15S,32615
14000US20177002200,15S,32615
14000US20177000900,15S,32615
14000US20177000800,15S,32615
14000US20177000700,15S,32615
14000US20177003301,15S,32615
14000US20177003400,15S,32615
14000US20177003302,15S,32615
14000US20087020101,15S,32615
14000US29510127500,15S,32615
14000US29510125700,15S,32615
14000US29510119101,15S,32615
14000US29510119300,15S,32615
14000US29189217841,15S,32615
14000US29510112100,15S,32615
14000US29510119102,15S,32615
14000US29189216300,15S,32615
14000US29510112400,15S,32615
14000US29510121200,15S,32615
14000US29189215302,15S,32615
14000US29189216400,15S,32615
14000US29510119200,15S,32615
14000US29510105198,15S,32615
14000US29189216500,15S,32615
14000US29510111100,15S,32615
14000US29189215400,15S,32615
14000US17163502100,15S,32615
14000US17163502100,16S,32616
14000US29510126600,15S,32615
14000US29510105200,15S,32615
14000US29510127100,15S,32615
14000US29510111500,15S,32615
14000US29189221629,15S,32615
14000US29510111400,15S,32615
14000US29510112300,15S,32615
14000US29189216200,15S,32615
14000US29510112200,15S,32615
14000US29189215232,15S,32615
14000US29189216100,15S,32615
14000US29510105300,15S,32615
14000US29189215201,15S,32615
14000US29189221628,15S,32615
14000US29510110400,15S,32615
14000US29510111200,15S,32615
14000US29510111300,15S,32615
14000US29510105500,15S,32615
14000US29510120200,15S,32615
14000US29189215202,15S,32615
14000US29189215800,15S,32615
14000US29510106600,15S,32615
14000US29510126700,15S,32615
14000US29510110300,15S,32615
14000US29189215301,15S,32615
14000US29510110500,15S,32615
14000US29510105400,15S,32615
14000US29189216000,15S,32615
14000US29189215500,15S,32615
14000US29510106700,15S,32615
14000US29510106500,15S,32615
14000US29510106100,15S,32615
14000US29189215231,15S,32615
14000US29510110100,15S,32615
14000US29189213900,15S,32615
14000US29189215900,15S,32615
14000US29510110200,15S,32615
14000US29189215700,15S,32615
14000US29510109700,15S,32615
14000US29510106400,15S,32615
14000US17119400700,15S,32615
14000US17119400700,16S,32616
14000US29189214100,15S,32615
14000US29510106300,15S,32615
14000US29510106200,15S,32615
14000US29189215005,15S,32615
14000US29073960100,15S,32615
14000US29510109600,15S,32615
14000US17119400600,15S,32615
14000US17119400600,16S,32616
14000US29189215600,15S,32615
14000US29189215103,15S,32615
14000US29189215102,15S,32615
14000US29510107600,15S,32615
14000US29189219200,15S,32615
14000US29189218401,15S,32615
14000US29189218800,15S,32615
14000US29510124300,15S,32615
14000US29189221621,15S,32615
14000US29189221624,15S,32615
14000US29510103800,15S,32615
14000US29510114200,15S,32615
14000US29510116301,15S,32615
14000US29510124200,15S,32615
14000US29189217806,15S,32615
14000US29189219100,15S,32615
14000US29510116500,15S,32615
14000US17163501100,15S,32615
14000US17163501100,16S,32616
14000US29510127600,15S,32615
14000US29510116200,15S,32615
14000US29189217807,15S,32615
14000US29510123300,15S,32615
14000US29510127200,15S,32615
14000US17163501300,15S,32615
14000US17163501300,16S,32616
14000US29189217000,15S,32615
14000US29510103700,15S,32615
14000US29510103400,15S,32615
14000US29189217802,15S,32615
14000US29510117400,15S,32615
14000US29189218900,15S,32615
14000US17163501200,15S,32615
14000US17163501200,16S,32616
14000US29510123100,15S,32615
14000US29510126800,15S,32615
14000US29510123200,15S,32615
14000US29510117200,15S,32615
14000US29510117100,15S,32615
14000US17163500900,15S,32615
14000US17163500900,16S,32616
14000US29189217600,15S,32615
14000US29189216900,15S,32615
14000US29510103600,15S,32615
14000US29189217702,15S,32615
14000US29510113500,15S,32615
14000US29189217701,15S,32615
14000US29189217200,15S,32615
14000US29189217852,15S,32615
14000US29510127300,15S,32615
14000US17163504500,15S,32615
14000US17163504500,16S,32616
14000US29189221626,15S,32615
14000US29189217300,15S,32615
14000US29510127400,15S,32615
14000US29189217400,15S,32615
14000US29189217500,15S,32615
14000US17163502401,15S,32615
14000US17163502401,16S,32616
14000US29071800401,15S,32615
14000US29510118100,15S,32615
14000US29183312204,15S,32615
14000US29073960200,15S,32615
14000US29510104500,15S,32615
14000US29189216800,15S,32615
14000US29510104200,15S,32615
14000US29510125600,15S,32615
14000US29189221627,15S,32615
14000US29510118400,15S,32615
14000US17163500400,15S,32615
14000US17163500400,16S,32616
14000US29510125500,15S,32615
14000US29189216700,15S,32615
14000US17163504600,15S,32615
14000US17163504600,16S,32616
14000US29189217842,15S,32615
14000US29510118600,15S,32615
14000US17163502200,15S,32615
14000US17163502200,16S,32616
14000US17163500500,15S,32615
14000US17163500500,16S,32616
14000US29189216600,15S,32615
14000US29189217851,15S,32615
14000US29510121100,15S,32615
14000US48223950800,15S,32615
14000US48223950600,15S,32615
14000US48223950401,15S,32615
14000US28089030302,15S,32615
14000US22073010102,15S,32615
14000US22073010101,15S,32615
14000US28089030400,15S,32615
14000US28089030400,16S,32616
14000US22067950700,15S,32615
14000US22067950600,15S,32615
14000US22123000300,15S,32615
14000US22035000200,15S,32615
14000US28163950600,15S,32615
14000US28163950600,16S,32616
14000US28055950100,15S,32615
14000US28163950400,15S,32615
14000US22067950800,15S,32615
14000US22067950500,15S,32615
14000US22067950400,15S,32615
14000US22123000200,15S,32615
14000US22035000300,15S,32615
14000US28163950500,15S,32615
14000US22067950300,15S,32615
14000US28163950100,15S,32615
14000US28163950100,16S,32616
14000US22067950200,15S,32615
14000US28163950200,15S,32615
14000US28163950300,15S,32615
14000US28125950100,15S,32615
14000US22067950100,15S,32615
14000US22035000100,15S,32615
14000US28125950200,15S,32615
14000US22123000100,15S,32615
14000US28051950400,15S,32615
14000US28051950400,16S,32616
14000US05017080400,15S,32615
14000US05003960400,15S,32615
14000US28053950200,15S,32615
14000US05003960600,15S,32615
14000US05003960500,15S,32615
14000US28151002000,15S,32615
14000US28053950300,15S,32615
14000US28151002100,15S,32615
14000US28053950100,15S,32615
14000US28151001500,15S,32615
14000US05003960300,15S,32615
14000US28051950300,15S,32615
14000US28051950300,16S,32616
14000US05003960100,15S,32615
14000US05017080100,15S,32615
14000US05003960200,15S,32615
14000US28151000100,15S,32615
14000US05017080300,15S,32615
14000US28151000800,15S,32615
14000US28151000702,15S,32615
14000US28133950500,15S,32615
14000US28151000701,15S,32615
14000US28133950600,15S,32615
14000US28151001400,15S,32615
14000US28151000900,15S,32615
14000US28151001700,15S,32615
14000US28151000600,15S,32615
14000US28151001000,15S,32615
14000US28083950300,15S,32615
14000US28151001100,15S,32615
14000US28151001200,15S,32615
14000US28151001300,15S,32615
14000US28151001600,15S,32615
14000US28151000400,15S,32615
14000US28083950400,15S,32615
14000US28083950400,16S,32616
14000US28151000300,15S,32615
14000US28133950402,15S,32615
14000US28151000200,15S,32615
14000US28133950401,15S,32615
14000US05017080200,15S,32615
14000US28083950800,15S,32615
14000US28083950900,15S,32615
14000US28083950900,16S,32616
14000US28133950300,15S,32615
14000US48183000600,15S,32615
14000US48183000200,15S,32615
14000US22017025406,15S,32615
14000US48183000401,15S,32615
14000US48183010301,15S,32615
14000US48203020605,15S,32615
14000US48203020606,15S,32615
14000US48203020102,15S,32615
14000US48423001404,15S,32615
14000US22017024601,15S,32615
14000US48459950600,15S,32615
14000US48203020401,15S,32615
14000US22017024700,15S,32615
14000US22017025405,15S,32615
14000US48203020302,15S,32615
14000US48183010100,15S,32615
14000US22017024503,15S,32615
14000US22017024504,15S,32615
14000US48203020104,15S,32615
14000US48459950500,15S,32615
14000US48459950700,15S,32615
14000US48499950601,15S,32615
14000US48203020200,15S,32615
14000US22017024800,15S,32615
14000US48499950602,15S,32615
14000US48459950300,15S,32615
14000US48459950400,15S,32615
14000US48315950400,15S,32615
14000US48459950100,15S,32615
14000US48315950100,15S,32615
14000US48315950200,15S,32615
14000US48315950300,15S,32615
14000US48499950301,15S,32615
14000US48459950200,15S,32615
14000US22017024900,15S,32615
14000US22017025000,15S,32615
14000US48499950100,15S,32615
14000US22017025100,15S,32615
14000US48499950200,15S,32615
14000US48063950101,15S,32615
14000US48063950102,15S,32615
14000US48063950200,15S,32615
14000US48067950500,15S,32615
14000US48343950200,15S,32615
14000US48067950600,15S,32615
14000US48159950300,15S,32615
14000US48067950700,15S,32615
14000US48343950300,15S,32615
14000US48223950700,15S,32615
14000US48067950400,15S,32615
14000US48449950400,15S,32615
14000US48449950800,15S,32615
14000US48449950200,15S,32615
14000US48449950700,15S,32615
14000US48067950300,15S,32615
14000US48067950100,15S,32615
14000US48449950600,15S,32615
14000US48159950200,15S,32615
14000US48449950500,15S,32615
14000US48067950200,15S,32615
14000US48449950300,15S,32615
14000US05091021000,15S,32615
14000US48159950100,15S,32615
14000US48343950100,15S,32615
14000US48037011402,15S,32615
14000US48449950100,15S,32615
14000US48037011401,15S,32615
14000US48037011700,15S,32615
14000US48037011100,15S,32615
14000US05091020802,15S,32615
14000US48499950302,15S,32615
14000US48499950500,15S,32615
14000US48499950400,15S,32615
14000US22073001400,15S,32615
14000US22017021200,15S,32615
14000US22073010900,15S,32615
14000US22061960800,15S,32615
14000US22017021400,15S,32615
14000US22015010806,15S,32615
14000US22013970200,15S,32615
14000US22061961000,15S,32615
14000US22073010400,15S,32615
14000US22017021300,15S,32615
14000US22017021100,15S,32615
14000US22015010900,15S,32615
14000US22073005800,15S,32615
14000US22073000900,15S,32615
14000US22015010801,15S,32615
14000US22073005500,15S,32615
14000US22015010702,15S,32615
14000US22073000700,15S,32615
14000US22073000600,15S,32615
14000US22017025300,15S,32615
14000US22073010800,15S,32615
14000US22073980000,15S,32615
14000US22015010701,15S,32615
14000US22015011300,15S,32615
14000US22073000100,15S,32615
14000US22061960900,15S,32615
14000US22073005302,15S,32615
14000US22073005400,15S,32615
14000US22015010602,15S,32615
14000US22073005301,15S,32615
14000US22073000500,15S,32615
14000US22073000402,15S,32615
14000US22073001700,15S,32615
14000US22015010400,15S,32615
14000US22061960600,15S,32615
14000US22061960300,15S,32615
14000US22015010601,15S,32615
14000US22073000200,15S,32615
14000US22073000401,15S,32615
14000US22073005203,15S,32615
14000US22015010500,15S,32615
14000US22013970100,15S,32615
14000US22119032100,15S,32615
14000US22061960400,15S,32615
14000US22073010301,15S,32615
14000US22061960500,15S,32615
14000US22015011109,15S,32615
14000US22015011105,15S,32615
14000US22015011106,15S,32615
14000US22073010201,15S,32615
14000US22015011110,15S,32615
14000US22073005204,15S,32615
14000US22061960200,15S,32615
14000US22073005201,15S,32615
14000US22073005100,15S,32615
14000US22119031500,15S,32615
14000US22061960700,15S,32615
14000US22119031900,15S,32615
14000US22119032000,15S,32615
14000US22119031700,15S,32615
14000US22119031800,15S,32615
14000US22073010202,15S,32615
14000US22073010302,15S,32615
14000US22015011108,15S,32615
14000US22111960600,15S,32615
14000US22061960100,15S,32615
14000US22027950500,15S,32615
14000US22015011107,15S,32615
14000US22119031600,15S,32615
14000US22015011103,15S,32615
14000US28121020803,15S,32615
14000US28121020803,16S,32616
14000US28121020802,15S,32615
14000US28121020802,16S,32616
14000US28121020801,15S,32615
14000US28121020801,16S,32616
14000US28121020213,15S,32615
14000US28121020213,16S,32616
14000US28121020208,15S,32615
14000US28121020208,16S,32616
14000US28121020206,15S,32615
14000US28121020206,16S,32616
14000US28121020102,15S,32615
14000US28121020102,16S,32616
14000US28121020211,15S,32615
14000US28121020211,16S,32616
14000US28121020212,15S,32615
14000US28121020212,16S,32616
14000US28121020209,15S,32615
14000US28121020209,16S,32616
14000US28121020210,15S,32615
14000US28121020210,16S,32616
14000US28121020101,15S,32615
14000US28121020101,16S,32616
14000US28089030201,15S,32615
14000US28089030201,16S,32616
14000US28089030800,15S,32615
14000US28089030800,16S,32616
14000US28089030700,15S,32615
14000US28089030700,16S,32616
14000US28089030500,15S,32615
14000US28089030500,16S,32616
14000US28089030600,15S,32615
14000US28089030600,16S,32616
14000US28089030900,15S,32615
14000US28089030900,16S,32616
14000US28089031000,15S,32615
14000US28089031000,16S,32616
14000US28007060300,15S,32615
14000US28007060300,16S,32616
14000US28051950500,15S,32615
14000US28051950500,16S,32616
14000US48423000100,15S,32615
14000US22017024202,15S,32615
14000US48423001801,15S,32615
14000US48423000202,15S,32615
14000US48423000300,15S,32615
14000US48423000201,15S,32615
14000US48183980000,15S,32615
14000US22017024108,15S,32615
14000US22017024109,15S,32615
14000US48183010700,15S,32615
14000US48183010500,15S,32615
14000US48183010600,15S,32615
14000US22017024106,15S,32615
14000US22017024104,15S,32615
14000US22017024304,15S,32615
14000US22017024107,15S,32615
14000US48423001601,15S,32615
14000US48423001700,15S,32615
14000US22017024201,15S,32615
14000US48183010400,15S,32615
14000US48203020604,15S,32615
14000US22017024303,15S,32615
14000US48203020103,15S,32615
14000US22017023700,15S,32615
14000US22017023400,15S,32615
14000US22017980000,15S,32615
14000US22017023200,15S,32615
14000US22017023300,15S,32615
14000US48183001400,15S,32615
14000US22017023500,15S,32615
14000US22017023600,15S,32615
14000US48423001403,15S,32615
14000US22017022500,15S,32615
14000US22017022400,15S,32615
14000US48183001500,15S,32615
14000US22017022200,15S,32615
14000US22017021700,15S,32615
14000US22017021600,15S,32615
14000US48183001300,15S,32615
14000US48183001200,15S,32615
14000US22017022300,15S,32615
14000US48203020603,15S,32615
14000US22017024301,15S,32615
14000US22017024400,15S,32615
14000US22017021800,15S,32615
14000US22017021000,15S,32615
14000US48203020502,15S,32615
14000US48183000900,15S,32615
14000US48183001100,15S,32615
14000US22017021900,15S,32615
14000US22017022100,15S,32615
14000US48423001500,15S,32615
14000US22017025200,15S,32615
14000US22017022000,15S,32615
14000US48183000502,15S,32615
14000US22017020700,15S,32615
14000US48183010302,15S,32615
14000US48183001000,15S,32615
14000US48183010200,15S,32615
14000US48203020402,15S,32615
14000US22017020600,15S,32615
14000US48183000402,15S,32615
14000US48183000300,15S,32615
14000US48183000800,15S,32615
14000US48203020301,15S,32615
14000US48183000501,15S,32615
14000US48183000700,15S,32615
14000US22017020500,15S,32615
14000US22017024602,15S,32615
14000US48203020501,15S,32615
14000US28049011400,15S,32615
14000US28049010801,15S,32615
14000US28121980000,15S,32615
14000US28121980000,16S,32616
14000US28121020207,15S,32615
14000US28121020207,16S,32616
14000US28049001600,15S,32615
14000US28049002100,15S,32615
14000US28049002300,15S,32615
14000US28049001900,15S,32615
14000US28049002000,15S,32615
14000US28049001500,15S,32615
14000US28049001500,16S,32616
14000US28049002200,15S,32615
14000US28049010805,15S,32615
14000US28149950700,15S,32615
14000US28049010901,15S,32615
14000US28049010804,15S,32615
14000US28049001100,15S,32615
14000US28049001000,15S,32615
14000US28149950500,15S,32615
14000US28049010305,15S,32615
14000US28049001300,15S,32615
14000US28049001300,16S,32616
14000US28121020302,15S,32615
14000US28121020302,16S,32616
14000US28049001200,15S,32615
14000US28149950400,15S,32615
14000US28049001400,15S,32615
14000US28049001400,16S,32616
14000US28049000700,15S,32615
14000US28049000800,15S,32615
14000US28049000900,15S,32615
14000US28049010400,15S,32615
14000US28049000600,15S,32615
14000US28149950300,15S,32615
14000US28049000400,15S,32615
14000US28049000400,16S,32616
14000US28049000200,15S,32615
14000US28049000200,16S,32616
14000US28049000500,15S,32615
14000US28149950200,15S,32615
14000US28049000301,15S,32615
14000US28049000301,16S,32616
14000US28049010304,15S,32615
14000US28049000302,15S,32615
14000US28049000302,16S,32616
14000US28049010301,15S,32615
14000US22065960200,15S,32615
14000US28049010600,15S,32615
14000US28049010203,15S,32615
14000US28049000100,15S,32615
14000US28049000100,16S,32616
14000US28149950901,15S,32615
14000US28049010101,15S,32615
14000US28049010101,16S,32616
14000US28049010202,15S,32615
14000US28049010201,15S,32615
14000US28049010201,16S,32616
14000US28049010102,15S,32615
14000US28049010102,16S,32616
14000US22065960500,15S,32615
14000US28089030108,15S,32615
14000US28089030108,16S,32616
14000US28089030106,15S,32615
14000US28089030106,16S,32616
14000US28089030105,15S,32615
14000US28089030105,16S,32616
14000US28089030206,15S,32615
14000US28089030206,16S,32616
14000US22065960400,15S,32615
14000US22065960300,15S,32615
14000US28089030104,15S,32615
14000US28089030104,16S,32616
14000US28089030107,15S,32615
14000US28089030107,16S,32616
14000US28049010500,15S,32615
14000US28089030205,15S,32615
14000US28089030205,16S,32616
14000US28089030101,15S,32615
14000US28089030101,16S,32616
14000US22083970100,15S,32615
14000US22083970400,15S,32615
14000US28089030202,15S,32615
14000US28089030202,16S,32616
14000US28089030203,15S,32615
14000US28089030203,16S,32616
14000US28149950100,15S,32615
14000US22083970500,15S,32615
14000US28089030204,15S,32615
14000US28089030204,16S,32616
14000US22083970200,15S,32615
14000US28089030301,15S,32615
14000US28089030301,16S,32616
14000US22083970300,15S,32615
14000US48423001907,15S,32615
14000US48213950100,15S,32615
14000US48213950200,15S,32615
14000US48467950900,15S,32615
14000US48423001401,15S,32615
14000US48467950800,15S,32615
14000US48499950800,15S,32615
14000US48467950100,15S,32615
14000US48467950200,15S,32615
14000US48499950700,15S,32615
14000US48401950700,15S,32615
14000US48423001908,15S,32615
14000US48423002200,15S,32615
14000US48423002101,15S,32615
14000US48423002009,15S,32615
14000US48401950502,15S,32615
14000US48423001906,15S,32615
14000US48423002008,15S,32615
14000US48423002102,15S,32615
14000US48423002007,15S,32615
14000US48423001905,15S,32615
14000US48401950400,15S,32615
14000US48423002006,15S,32615
14000US48423001901,15S,32615
14000US22017024203,15S,32615
14000US48423002004,15S,32615
14000US48423002003,15S,32615
14000US48423001602,15S,32615
14000US48423001803,15S,32615
14000US48423001102,15S,32615
14000US48423001000,15S,32615
14000US48401950100,15S,32615
14000US48423001101,15S,32615
14000US48423001200,15S,32615
14000US48401950200,15S,32615
14000US48423000700,15S,32615
14000US48423001300,15S,32615
14000US48423001802,15S,32615
14000US48423000800,15S,32615
14000US48423000900,15S,32615
14000US22017024102,15S,32615
14000US48401950300,15S,32615
14000US48423000500,15S,32615
14000US48423000400,15S,32615
14000US48423980000,15S,32615
14000US48423001604,15S,32615
14000US48423000600,15S,32615
14000US22041950300,15S,32615
14000US28049011102,15S,32615
14000US28049011103,15S,32615
14000US28121020402,15S,32615
14000US28121020402,16S,32616
14000US28149951101,15S,32615
14000US28121020401,15S,32615
14000US28121020401,16S,32616
14000US28049010807,15S,32615
14000US28049010700,15S,32615
14000US28121020500,15S,32615
14000US28121020500,16S,32616
14000US28049003800,15S,32615
14000US28049003700,15S,32615
14000US28049011101,15S,32615
14000US28121020600,15S,32615
14000US28121020600,16S,32616
14000US28049011002,15S,32615
14000US28049003600,15S,32615
14000US28049003500,15S,32615
14000US28049010809,15S,32615
14000US28121020701,15S,32615
14000US28121020701,16S,32616
14000US28121020704,15S,32615
14000US28121020704,16S,32616
14000US28049010808,15S,32615
14000US28121020703,15S,32615
14000US28121020703,16S,32616
14000US28049003400,15S,32615
14000US28049011001,15S,32615
14000US22083970600,15S,32615
14000US28049003000,15S,32615
14000US28049003300,15S,32615
14000US28149950800,15S,32615
14000US28121020301,15S,32615
14000US28121020301,16S,32616
14000US28049003200,15S,32615
14000US28049011500,15S,32615
14000US28049002700,15S,32615
14000US28049002700,16S,32616
14000US28049010806,15S,32615
14000US28149950600,15S,32615
14000US28049010902,15S,32615
14000US28049002400,15S,32615
14000US22041950100,15S,32615
14000US28049002500,15S,32615
14000US28149950902,15S,32615
14000US22049970400,15S,32615
14000US22031950100,15S,32615
14000US22049970300,15S,32615
14000US22049970500,15S,32615
14000US22013970400,15S,32615
14000US22013970500,15S,32615
14000US22049970100,15S,32615
14000US22013970300,15S,32615
14000US22017024000,15S,32615
14000US22073010604,15S,32615
14000US22015011002,15S,32615
14000US22049970200,15S,32615
14000US22073010502,15S,32615
14000US22073010503,15S,32615
14000US22017023903,15S,32615
14000US22017023905,15S,32615
14000US22017023904,15S,32615
14000US22017023800,15S,32615
14000US22017023901,15S,32615
14000US22073011000,15S,32615
14000US22017023100,15S,32615
14000US22015011001,15S,32615
14000US22073010603,15S,32615
14000US22017023000,15S,32615
14000US22073010504,15S,32615
14000US22073011100,15S,32615
14000US22073005900,15S,32615
14000US22017022600,15S,32615
14000US22073001500,15S,32615
14000US22017022700,15S,32615
14000US22015010804,15S,32615
14000US22017022800,15S,32615
14000US22017022900,15S,32615
14000US22017021500,15S,32615
14000US22073001100,15S,32615
14000US22015010805,15S,32615
14000US22073010700,15S,32615
14000US29510101800,15S,32615
14000US29510101500,15S,32615
14000US29189220802,15S,32615
14000US29189220002,15S,32615
14000US29189219900,15S,32615
14000US29510101100,15S,32615
14000US29189218102,15S,32615
14000US29189220801,15S,32615
14000US29189221100,15S,32615
14000US29071800300,15S,32615
14000US29189217942,15S,32615
14000US29189218103,15S,32615
14000US17163502602,15S,32615
14000US17163502602,16S,32616
14000US29189217932,15S,32615
14000US29510101400,15S,32615
14000US29189222100,15S,32615
14000US29510102300,15S,32615
14000US29189217921,15S,32615
14000US29510101200,15S,32615
14000US29189221000,15S,32615
14000US29510101300,15S,32615
14000US29189219700,15S,32615
14000US17163502800,15S,32615
14000US17163502800,16S,32616
14000US29189219800,15S,32615
14000US17163502603,15S,32615
14000US17163502603,16S,32616
14000US29510102100,15S,32615
14000US29510115600,15S,32615
14000US29189221900,15S,32615
14000US29510102500,15S,32615
14000US29189217944,15S,32615
14000US29510115500,15S,32615
14000US29189217923,15S,32615
14000US29189218003,15S,32615
14000US29189218201,15S,32615
14000US29189218600,15S,32615
14000US29510115400,15S,32615
14000US29189218300,15S,32615
14000US29189219400,15S,32615
14000US29510102400,15S,32615
14000US29189219500,15S,32615
14000US17163502300,15S,32615
14000US17163502300,16S,32616
14000US29510102200,15S,32615
14000US29189221506,15S,32615
14000US17163502700,15S,32615
14000US17163502700,16S,32616
14000US29189217941,15S,32615
14000US29510115300,15S,32615
14000US29510115700,15S,32615
14000US29189217931,15S,32615
14000US29510115100,15S,32615
14000US29189219600,15S,32615
14000US29189218011,15S,32615
14000US29189217943,15S,32615
14000US17163502500,15S,32615
14000US17163502500,16S,32616
14000US29510114300,15S,32615
14000US29151490100,15S,32615
14000US29510103100,15S,32615
14000US17163502900,15S,32615
14000US17163502900,16S,32616
14000US29510124100,15S,32615
14000US29510124600,15S,32615
14000US29510114102,15S,32615
14000US29189218012,15S,32615
14000US29510116302,15S,32615
14000US29189218402,15S,32615
14000US29510115200,15S,32615
14000US29510116400,15S,32615
14000US29189221625,15S,32615
14000US29510116100,15S,32615
14000US29510114101,15S,32615
14000US29189218500,15S,32615
14000US29189219300,15S,32615
14000US29029950600,15S,32615
14000US29185480300,15S,32615
14000US29029950200,15S,32615
14000US29029951100,15S,32615
14000US29029951200,15S,32615
14000US29029950700,15S,32615
14000US29015460800,15S,32615
14000US29131962800,15S,32615
14000US29131962500,15S,32615
14000US29125880298,15S,32615
14000US29029950100,15S,32615
14000US29015460700,15S,32615
14000US29131962700,15S,32615
14000US29141470500,15S,32615
14000US29141470400,15S,32615
14000US29015460400,15S,32615
14000US29015460300,15S,32615
14000US29131962900,15S,32615
14000US29131962600,15S,32615
14000US29151490300,15S,32615
14000US29083950200,15S,32615
14000US29051020300,15S,32615
14000US29141470300,15S,32615
14000US29051020200,15S,32615
14000US29015460100,15S,32615
14000US29015460200,15S,32615
14000US29141470200,15S,32615
14000US29051020500,15S,32615
14000US29141470100,15S,32615
14000US29051020198,15S,32615
14000US29083950100,15S,32615
14000US29051010400,15S,32615
14000US29051020400,15S,32615
14000US29051010702,15S,32615
14000US29051010300,15S,32615
14000US29135385300,15S,32615
14000US29051010701,15S,32615
14000US29051010500,15S,32615
14000US29051010600,15S,32615
14000US29051020700,15S,32615
14000US29159480300,15S,32615
14000US29051010800,15S,32615
14000US29135385400,15S,32615
14000US29051010900,15S,32615
14000US29027070700,15S,32615
14000US29159480400,15S,32615
14000US29135385200,15S,32615
14000US29027070800,15S,32615
14000US29051020600,15S,32615
14000US29159481000,15S,32615
14000US29159481100,15S,32615
14000US29159480500,15S,32615
14000US29159480900,15S,32615
14000US29159480800,15S,32615
14000US29159480700,15S,32615
14000US29159480600,15S,32615
14000US29101980000,15S,32615
14000US29135385100,15S,32615
14000US29027070600,15S,32615
14000US29101960500,15S,32615
14000US29019001701,15S,32615
14000US29101960700,15S,32615
14000US29101960600,15S,32615
14000US29159480200,15S,32615
14000US29019001702,15S,32615
14000US29159480100,15S,32615
14000US29053950100,15S,32615
14000US29027070500,15S,32615
14000US29053950500,15S,32615
14000US29019001104,15S,32615
14000US29099700109,15S,32615
14000US29071800800,15S,32615
14000US29099700115,15S,32615
14000US29099700107,15S,32615
14000US17163503203,15S,32615
14000US17163503203,16S,32616
